2025-10-30 15:58:12 | INFO     | no-corre | etl.test             | Starting operation: test_operation
2025-10-31 07:43:34 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:43:34 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:43:34 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:43:34 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:43:34 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:43:34 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:43:34 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:43:34 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:44:00 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:44:00 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:44:01 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:44:01 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:44:01 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:44:01 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:44:01 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:44:01 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:44:01 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:44:01 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:44:01 | WARNING  | no-corre | database.data_from_api | No data to export for users
2025-10-31 07:44:01 | WARNING  | no-corre | database.data_from_api | No data to export for posts
2025-10-31 07:44:01 | WARNING  | no-corre | database.data_from_api | No data to export for comments
2025-10-31 07:44:22 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:44:23 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /posts HTTP/1.1" 200 None
2025-10-31 07:44:23 | INFO     | no-corre | database.data_from_api | Sync fetch from /posts: 100 records
2025-10-31 07:44:23 | INFO     | no-corre | database.data_from_api | Fetched 100 records from orders
2025-10-31 07:44:26 | WARNING  | no-corre | database.data_from_api | Async fetch failed, using sync: Async client not available
2025-10-31 07:44:27 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:44:27 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /users HTTP/1.1" 200 1847
2025-10-31 07:44:27 | INFO     | no-corre | database.data_from_api | Sync fetch from /users: 10 records
2025-10-31 07:44:27 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:44:27 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /posts HTTP/1.1" 200 None
2025-10-31 07:44:27 | INFO     | no-corre | database.data_from_api | Sync fetch from /posts: 100 records
2025-10-31 07:44:27 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): jsonplaceholder.typicode.com:443
2025-10-31 07:44:27 | DEBUG    | no-corre | urllib3.connectionpool | https://jsonplaceholder.typicode.com:443 "GET /comments HTTP/1.1" 200 None
2025-10-31 07:44:27 | INFO     | no-corre | database.data_from_api | Sync fetch from /comments: 500 records
2025-10-31 07:44:28 | INFO     | no-corre | database.data_from_api | Exported 10 users records to data/API\users.csv
2025-10-31 07:44:28 | INFO     | no-corre | database.data_from_api | Exported 100 posts records to data/API\posts.csv
2025-10-31 07:44:28 | INFO     | no-corre | database.data_from_api | Exported 500 comments records to data/API\comments.csv
2025-10-31 07:48:28 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:28 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:48:28 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:48:28 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:48:31 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:31 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:48:31 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:48:31 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:32 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:48:32 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:48:32 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:32 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:48:32 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:48:32 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:32 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:48:32 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:48:32 | INFO     | no-corre | database.data_from_api | Found endpoint /orders: 1615 records
2025-10-31 07:48:32 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:33 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /customers HTTP/1.1" 200 None
2025-10-31 07:48:33 | INFO     | no-corre | database.data_from_api | Sync fetch from /customers: 1445 records
2025-10-31 07:48:33 | INFO     | no-corre | database.data_from_api | Found endpoint /customers: 1445 records
2025-10-31 07:48:33 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:33 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /products HTTP/1.1" 404 0
2025-10-31 07:48:33 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /products (404)
2025-10-31 07:48:33 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:34 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /order_items HTTP/1.1" 200 None
2025-10-31 07:48:34 | INFO     | no-corre | database.data_from_api | Sync fetch from /order_items: 4722 records
2025-10-31 07:48:34 | INFO     | no-corre | database.data_from_api | Found endpoint /order_items: 4722 records
2025-10-31 07:48:34 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:34 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /data HTTP/1.1" 404 0
2025-10-31 07:48:34 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /data (404)
2025-10-31 07:48:34 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:34 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /items HTTP/1.1" 404 0
2025-10-31 07:48:34 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /items (404)
2025-10-31 07:48:34 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:35 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /records HTTP/1.1" 404 0
2025-10-31 07:48:35 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /records (404)
2025-10-31 07:48:35 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:35 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /entries HTTP/1.1" 404 0
2025-10-31 07:48:35 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /entries (404)
2025-10-31 07:48:35 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:35 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:48:36 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:48:36 | INFO     | no-corre | database.data_from_api | Successfully fetched 1615 records from /orders
2025-10-31 07:48:36 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:36 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /customers HTTP/1.1" 200 None
2025-10-31 07:48:36 | INFO     | no-corre | database.data_from_api | Sync fetch from /customers: 1445 records
2025-10-31 07:48:36 | INFO     | no-corre | database.data_from_api | Successfully fetched 1445 records from /customers
2025-10-31 07:48:36 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:48:36 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /order_items HTTP/1.1" 200 None
2025-10-31 07:48:36 | INFO     | no-corre | database.data_from_api | Sync fetch from /order_items: 4722 records
2025-10-31 07:48:36 | INFO     | no-corre | database.data_from_api | Successfully fetched 4722 records from /order_items
2025-10-31 07:48:36 | INFO     | no-corre | database.data_from_api | Exported 1615 orders records to data/API\orders.csv
2025-10-31 07:48:36 | INFO     | no-corre | database.data_from_api | Exported 1445 customers records to data/API\customers.csv
2025-10-31 07:48:37 | INFO     | no-corre | database.data_from_api | Exported 4722 order_items records to data/API\order_items.csv
2025-10-31 07:49:41 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:41 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:49:41 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:49:41 | INFO     | no-corre | database.data_from_api | Fetched 1615 records from orders
2025-10-31 07:49:48 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:49 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /users HTTP/1.1" 404 0
2025-10-31 07:49:49 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /users (404)
2025-10-31 07:49:49 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:49 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /posts HTTP/1.1" 404 0
2025-10-31 07:49:49 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /posts (404)
2025-10-31 07:49:49 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:49 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /comments HTTP/1.1" 404 0
2025-10-31 07:49:49 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /comments (404)
2025-10-31 07:49:49 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:50 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /orders HTTP/1.1" 200 None
2025-10-31 07:49:50 | INFO     | no-corre | database.data_from_api | Sync fetch from /orders: 1615 records
2025-10-31 07:49:50 | INFO     | no-corre | database.data_from_api | Found endpoint /orders: 1615 records
2025-10-31 07:49:50 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:50 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /customers HTTP/1.1" 200 None
2025-10-31 07:49:50 | INFO     | no-corre | database.data_from_api | Sync fetch from /customers: 1445 records
2025-10-31 07:49:50 | INFO     | no-corre | database.data_from_api | Found endpoint /customers: 1445 records
2025-10-31 07:49:50 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:51 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /products HTTP/1.1" 404 0
2025-10-31 07:49:51 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /products (404)
2025-10-31 07:49:51 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:51 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /order_items HTTP/1.1" 200 None
2025-10-31 07:49:51 | INFO     | no-corre | database.data_from_api | Sync fetch from /order_items: 4722 records
2025-10-31 07:49:51 | INFO     | no-corre | database.data_from_api | Found endpoint /order_items: 4722 records
2025-10-31 07:49:51 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:51 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /data HTTP/1.1" 404 0
2025-10-31 07:49:51 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /data (404)
2025-10-31 07:49:51 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:52 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /items HTTP/1.1" 404 0
2025-10-31 07:49:52 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /items (404)
2025-10-31 07:49:52 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:52 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /records HTTP/1.1" 404 0
2025-10-31 07:49:52 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /records (404)
2025-10-31 07:49:52 | DEBUG    | no-corre | urllib3.connectionpool | Starting new HTTPS connection (1): etl-server.fly.dev:443
2025-10-31 07:49:52 | DEBUG    | no-corre | urllib3.connectionpool | https://etl-server.fly.dev:443 "GET /entries HTTP/1.1" 404 0
2025-10-31 07:49:52 | DEBUG    | no-corre | database.data_from_api | Endpoint not found: /entries (404)
